loja_origem;loja_destino;prazo;segmento;sku;descricao;quantidade
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1159.PP.00BC01;LEGGING ALLURE ADAPTIV.WHITE;1
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1210.M.0AZ190;REGATA BREATH BACK COMFORT.DROP;2
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1210.P.00PT02;REGATA BREATH BACK COMFORT.ECLIPSE;1
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1210.P.0AZ190;REGATA BREATH BACK COMFORT.DROP;1
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1213.M.00BC11;REGATA CROPPED LIVE COMFORT.PURE WHITE;1
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1293.G.00PT02;SHORTS INTENSE RACE PRO.ECLIPSE;2
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1293.PP.00PT02;SHORTS INTENSE RACE PRO.ECLIPSE;2
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1295.GG.00PT02;BERMUDA SIX POCKETS RUN SPEED.ECLIPSE;1
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1298.M.0AZ190;TOP ICON NEO.DROP;2
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1317.M.00BC01;LEGGING ICON HYDEFIT ADAPTIV.WHITE;4
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1362.M.00PT01;SAIA DRYSIDE.NOIR BLACK;1
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1389.G.00PT01;SHORTS PRO SIX POCKETS.NOIR BLACK;1
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1434.G.0AZ190;TOP CURVE SENSE.DROP;2
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1434.M.00BC01;TOP CURVE SENSE.WHITE;2
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1437.G.00BC08;MACAQUINHO SHORTS LIVE.WHITE LIGHT;4
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1437.M.00BC08;MACAQUINHO SHORTS LIVE.WHITE LIGHT;6
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1437.P.00BC08;MACAQUINHO SHORTS LIVE.WHITE LIGHT;2
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1472.G.00BC08;CALCA FUSO LIVE.WHITE LIGHT;1
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1472.M.00BC08;CALCA FUSO LIVE.WHITE LIGHT;6
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1479.G.00BC08;SHORTS FIT LIVE.WHITE LIGHT;4
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1479.M.00BC08;SHORTS FIT LIVE.WHITE LIGHT;6
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1570.PP.00PT01;TOP CURVE ALLURE ADAPTIV.NOIR BLACK;2
35303139.0043.48;35303139.0004.31;2025-09-22;ADULTO MASCULINO;1.P1385.GG.00PT01;BERMUDA BIKER SIX POCKETS MEN.NOIR BLACK;2
35303139.0043.48;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P0063.M.00BC08;TOP CURVE LIVE.WHITE LIGHT;1
35303139.0043.48;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P0085.M.00BC01;JAQUETA EFFECT TEXTURE RUN.WHITE;1
35303139.0043.48;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P0103.G.00PT01;TOP NEO ALLURE ADAPTIV.NOIR BLACK;1
35303139.0043.48;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P0103.GG.00PT01;TOP NEO ALLURE ADAPTIV.NOIR BLACK;1
35303139.0043.48;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P0139.M.00BC01;MACAQUINHO SHORTS ALLURE.WHITE;1
35303139.0043.48;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P0139.M.0AZ190;MACAQUINHO SHORTS ALLURE.DROP;2
35303139.0043.48;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P0141.G.00BC01;CAMISETA ACTION SIDE.WHITE;1
35303139.0043.48;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P0146.G.00PT01;SHORTS FIT ALLURE ADAPTIV.NOIR BLACK;2
35303139.0043.48;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P1157.G.00PT01;LEGGING ALLURE ADAPTIV.NOIR BLACK;1
35303139.0043.48;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P1159.P.00BC01;LEGGING ALLURE ADAPTIV.WHITE;2
35303139.0043.48;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P1210.M.0AZ190;REGATA BREATH BACK COMFORT.DROP;2
35303139.0043.48;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P1293.P.00PT02;SHORTS INTENSE RACE PRO.ECLIPSE;1
35303139.0043.48;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P1317.M.00BC01;LEGGING ICON HYDEFIT ADAPTIV.WHITE;1
35303139.0043.48;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P1389.G.00PT01;SHORTS PRO SIX POCKETS.NOIR BLACK;1
35303139.0043.48;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P1434.M.0AZ190;TOP CURVE SENSE.DROP;1
35303139.0043.48;35303139.0041.86;2025-10-08;ADULTO MASCULINO;1.P1385.G.00PT01;BERMUDA BIKER SIX POCKETS MEN.NOIR BLACK;2
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P0022.P.0AZ190;TOP MOVE SENSE.DROP;1
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P0099.M.0AZ190;BERMUDA LIVE ICON.DROP;1
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P0100.G.0AZ190;LEGGING LIVE ICON.DROP;1
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P0141.G.00BC01;CAMISETA ACTION SIDE.WHITE;1
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1015.GG.00PT02;CAMISETA BASIC COMFORT.ECLIPSE;1
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1147.G.00PT01;BERMUDA ALLURE ADAPTIV.NOIR BLACK;1
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1147.M.0AZ190;BERMUDA ALLURE ADAPTIV.DROP;1
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1151.GG.00PT13;SHORTS FIT LIVE ICON.ONYX;1
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1151.M.0AZ190;SHORTS FIT LIVE ICON.DROP;1
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1191.P.00BG75;CALCINHA FIO BASICA SEAMLESS.VENUS;1
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1225.P.0AZ190;SHORTS ICON NEO.DROP;1
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1293.G.00PT02;SHORTS INTENSE RACE PRO.ECLIPSE;1
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1293.M.00PT02;SHORTS INTENSE RACE PRO.ECLIPSE;1
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1298.G.0AZ190;TOP ICON NEO.DROP;1
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1298.GG.00PT13;TOP ICON NEO.ONYX;1
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1434.G.0AZ190;TOP CURVE SENSE.DROP;1
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1437.P.00BC08;MACAQUINHO SHORTS LIVE.WHITE LIGHT;2
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P5165.M.0AZ190;CAMISETA ACTION.DROP;1
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO MASCULINO;1.P1385.M.00PT01;BERMUDA BIKER SIX POCKETS MEN.NOIR BLACK;1
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO MASCULINO;1.P8111.G.0AZ212;CAMISETA BASIC COMFORT MEN.TIDE;1
35303139.0043.48;35303139.0040.03;2025-09-30;ADULTO MASCULINO;1.P8111.M.0AZ212;CAMISETA BASIC COMFORT MEN.TIDE;1
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P0022.P.0AZ190;TOP MOVE SENSE.DROP;3
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P0063.M.00BC08;TOP CURVE LIVE.WHITE LIGHT;1
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P0085.M.00BC01;JAQUETA EFFECT TEXTURE RUN.WHITE;1
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P0141.P.00BC01;CAMISETA ACTION SIDE.WHITE;1
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1153.GG.00PT13;CAMISETA LIVE COMFORT.ONYX;1
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1157.G.00PT01;LEGGING ALLURE ADAPTIV.NOIR BLACK;2
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1159.P.00BC01;LEGGING ALLURE ADAPTIV.WHITE;1
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1159.PP.00BC01;LEGGING ALLURE ADAPTIV.WHITE;2
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1191.GG.00PT01;CALCINHA FIO BASICA SEAMLESS.NOIR BLACK;1
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1191.P.00PT01;CALCINHA FIO BASICA SEAMLESS.NOIR BLACK;2
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1210.M.00PT02;REGATA BREATH BACK COMFORT.ECLIPSE;1
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1213.M.00BC11;REGATA CROPPED LIVE COMFORT.PURE WHITE;1
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1222.P.00BC08;TOP MOVE LIVE.WHITE LIGHT;1
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1225.G.00PT13;SHORTS ICON NEO.ONYX;1
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1293.G.00PT02;SHORTS INTENSE RACE PRO.ECLIPSE;3
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1293.P.00PT02;SHORTS INTENSE RACE PRO.ECLIPSE;3
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1299.M.0AZ190;TOP LIVE ICON.DROP;1
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1299.P.00PT13;TOP LIVE ICON.ONYX;1
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1310.G.00PT02;TOP SPEED POWER.ECLIPSE;1
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1362.M.00PT01;SAIA DRYSIDE.NOIR BLACK;1
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1389.M.00PT01;SHORTS PRO SIX POCKETS.NOIR BLACK;3
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1410.P.00PT01;MACAQUINHO BM ALLURE ADAPTIV.NOIR BLACK;3
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1434.M.00BC01;TOP CURVE SENSE.WHITE;1
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1437.M.00PT05;MACAQUINHO SHORTS LIVE.BLACK / WHITE;1
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1479.G.00BC08;SHORTS FIT LIVE.WHITE LIGHT;1
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P5165.P.00PT02;CAMISETA ACTION.ECLIPSE;1
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO MASCULINO;1.P1385.G.00PT01;BERMUDA BIKER SIX POCKETS MEN.NOIR BLACK;1
35303139.0043.48;35303139.0052.39;2025-09-30;ADULTO MASCULINO;1.P1385.M.00PT01;BERMUDA BIKER SIX POCKETS MEN.NOIR BLACK;2
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0063.G.00BC08;TOP CURVE LIVE.WHITE LIGHT;4
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0063.M.00BC08;TOP CURVE LIVE.WHITE LIGHT;2
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0083.M.00BC01;REGATA EFFECT TEXTURE RUN.WHITE;2
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0100.P.0AZ190;LEGGING LIVE ICON.DROP;3
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0103.G.00PT01;TOP NEO ALLURE ADAPTIV.NOIR BLACK;3
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0139.G.00PT01;MACAQUINHO SHORTS ALLURE.NOIR BLACK;1
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0141.G.00BC01;CAMISETA ACTION SIDE.WHITE;2
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0141.P.00PT01;CAMISETA ACTION SIDE.NOIR BLACK;1
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0146.G.00PT01;SHORTS FIT ALLURE ADAPTIV.NOIR BLACK;2
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1147.G.00PT01;BERMUDA ALLURE ADAPTIV.NOIR BLACK;1
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1191.P.00BG75;CALCINHA FIO BASICA SEAMLESS.VENUS;1
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1222.G.00BC08;TOP MOVE LIVE.WHITE LIGHT;3
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1238.M.00BC01;SHORTS PRO DRYSIDE.WHITE;3
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1293.G.00PT02;SHORTS INTENSE RACE PRO.ECLIPSE;4
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1293.P.00PT02;SHORTS INTENSE RACE PRO.ECLIPSE;1
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1295.GG.00PT02;BERMUDA SIX POCKETS RUN SPEED.ECLIPSE;1
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1299.GG.00PT13;TOP LIVE ICON.ONYX;1
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1317.M.00BC01;LEGGING ICON HYDEFIT ADAPTIV.WHITE;1
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1389.G.00PT01;SHORTS PRO SIX POCKETS.NOIR BLACK;1
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1389.M.00PT01;SHORTS PRO SIX POCKETS.NOIR BLACK;3
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1434.P.00PT01;TOP CURVE SENSE.NOIR BLACK;1
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1437.G.00BC08;MACAQUINHO SHORTS LIVE.WHITE LIGHT;1
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1437.M.00BC08;MACAQUINHO SHORTS LIVE.WHITE LIGHT;6
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1437.M.00PT05;MACAQUINHO SHORTS LIVE.BLACK / WHITE;2
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1437.P.00PT05;MACAQUINHO SHORTS LIVE.BLACK / WHITE;1
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1472.M.00BC08;CALCA FUSO LIVE.WHITE LIGHT;6
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1479.G.00BC08;SHORTS FIT LIVE.WHITE LIGHT;1
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1479.M.00BC08;SHORTS FIT LIVE.WHITE LIGHT;6
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO MASCULINO;1.P1385.G.00PT01;BERMUDA BIKER SIX POCKETS MEN.NOIR BLACK;4
35303139.0043.48;35303139.0039.61;2025-09-22;ADULTO MASCULINO;1.P1385.GG.00PT01;BERMUDA BIKER SIX POCKETS MEN.NOIR BLACK;2
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0063.G.00BC08;TOP CURVE LIVE.WHITE LIGHT;3
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0063.M.00BC08;TOP CURVE LIVE.WHITE LIGHT;4
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0083.M.00BC01;REGATA EFFECT TEXTURE RUN.WHITE;3
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0100.M.0AZ190;LEGGING LIVE ICON.DROP;5
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0103.G.00PT01;TOP NEO ALLURE ADAPTIV.NOIR BLACK;1
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0141.G.00BC01;CAMISETA ACTION SIDE.WHITE;1
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0141.P.00PT01;CAMISETA ACTION SIDE.NOIR BLACK;1
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0146.G.00PT01;SHORTS FIT ALLURE ADAPTIV.NOIR BLACK;1
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0146.M.00PT01;SHORTS FIT ALLURE ADAPTIV.NOIR BLACK;3
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0149.M.0AZ190;CALCA FUSO ALLURE ADAPTIV.DROP;1
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1191.G.00BG75;CALCINHA FIO BASICA SEAMLESS.VENUS;1
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1191.P.00PT01;CALCINHA FIO BASICA SEAMLESS.NOIR BLACK;2
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1222.M.00BC08;TOP MOVE LIVE.WHITE LIGHT;6
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1293.G.00PT02;SHORTS INTENSE RACE PRO.ECLIPSE;4
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1317.M.00BC01;LEGGING ICON HYDEFIT ADAPTIV.WHITE;4
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1389.G.00PT01;SHORTS PRO SIX POCKETS.NOIR BLACK;3
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1434.M.00BC01;TOP CURVE SENSE.WHITE;1
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1437.M.00BC08;MACAQUINHO SHORTS LIVE.WHITE LIGHT;6
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1479.M.00BC08;SHORTS FIT LIVE.WHITE LIGHT;2
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P5134.G.00BC01;TOP RACER SENSE.WHITE;1
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P5134.M.00BC01;TOP RACER SENSE.WHITE;1
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO MASCULINO;1.P1385.G.00PT01;BERMUDA BIKER SIX POCKETS MEN.NOIR BLACK;4
35303139.0043.48;35303139.0064.72;2025-09-22;ADULTO MASCULINO;1.P1385.GG.00PT01;BERMUDA BIKER SIX POCKETS MEN.NOIR BLACK;2
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0022.P.0AZ190;TOP MOVE SENSE.DROP;3
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0063.M.00PT05;TOP CURVE LIVE.BLACK / WHITE;1
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0103.G.00PT01;TOP NEO ALLURE ADAPTIV.NOIR BLACK;2
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0141.G.00BC01;CAMISETA ACTION SIDE.WHITE;1
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0146.G.00PT01;SHORTS FIT ALLURE ADAPTIV.NOIR BLACK;3
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1015.GG.00PT02;CAMISETA BASIC COMFORT.ECLIPSE;1
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1015.P.00BC02;CAMISETA BASIC COMFORT.MERGED ICE;1
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1133.G.00PT01;MACACAO ALLURE ADAPTIV.NOIR BLACK;1
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1151.M.0AZ190;SHORTS FIT LIVE ICON.DROP;2
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1159.G.00BC01;LEGGING ALLURE ADAPTIV.WHITE;1
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1159.P.00BC01;LEGGING ALLURE ADAPTIV.WHITE;3
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1210.M.00PT02;REGATA BREATH BACK COMFORT.ECLIPSE;1
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1210.M.0AZ190;REGATA BREATH BACK COMFORT.DROP;4
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1238.M.00PT01;SHORTS PRO DRYSIDE.NOIR BLACK;5
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1293.G.00PT02;SHORTS INTENSE RACE PRO.ECLIPSE;2
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1295.GG.00PT02;BERMUDA SIX POCKETS RUN SPEED.ECLIPSE;1
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1389.G.00PT01;SHORTS PRO SIX POCKETS.NOIR BLACK;1
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1410.M.00PT01;MACAQUINHO BM ALLURE ADAPTIV.NOIR BLACK;1
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1434.G.0AZ190;TOP CURVE SENSE.DROP;3
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1434.M.00BC01;TOP CURVE SENSE.WHITE;5
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P5134.PP.00PT01;TOP RACER SENSE.NOIR BLACK;1
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO MASCULINO;1.P1385.G.00PT01;BERMUDA BIKER SIX POCKETS MEN.NOIR BLACK;4
35303139.0043.48;35303139.0079.59;2025-09-22;ADULTO MASCULINO;1.P1385.GG.00PT01;BERMUDA BIKER SIX POCKETS MEN.NOIR BLACK;2
35303139.0052.39;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P0022.G.0AZ190;TOP MOVE SENSE.DROP;1
35303139.0052.39;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P0022.M.0AZ190;TOP MOVE SENSE.DROP;1
35303139.0052.39;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P0085.GG.00BC01;JAQUETA EFFECT TEXTURE RUN.WHITE;1
35303139.0052.39;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1147.P.00PT01;BERMUDA ALLURE ADAPTIV.NOIR BLACK;2
35303139.0052.39;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1153.M.00BC11;CAMISETA LIVE COMFORT.PURE WHITE;2
35303139.0052.39;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1222.G.00BC08;TOP MOVE LIVE.WHITE LIGHT;1
35303139.0052.39;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1225.GG.00PT13;SHORTS ICON NEO.ONYX;1
35303139.0052.39;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1238.PP.00BC01;SHORTS PRO DRYSIDE.WHITE;1
35303139.0052.39;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1295.M.00PT02;BERMUDA SIX POCKETS RUN SPEED.ECLIPSE;1
35303139.0052.39;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1298.M.00PT13;TOP ICON NEO.ONYX;1
35303139.0052.39;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1309.P.00PT02;LEGGING SIX POCKETS SPEED.ECLIPSE;1
35303139.0052.39;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1350.G.00PT02;TOP INTENSE RACE PRO.ECLIPSE;1
35303139.0052.39;35303139.0004.31;2025-09-30;ADULTO FEMININO;1.P0063.P.00PT05;TOP CURVE LIVE.BLACK / WHITE;1
35303139.0052.39;35303139.0004.31;2025-09-30;ADULTO FEMININO;1.P0099.G.00PT13;BERMUDA LIVE ICON.ONYX;1
35303139.0052.39;35303139.0004.31;2025-09-30;ADULTO FEMININO;1.P0139.PP.0AZ190;MACAQUINHO SHORTS ALLURE.DROP;1
35303139.0052.39;35303139.0004.31;2025-09-30;ADULTO FEMININO;1.P1147.G.00PT01;BERMUDA ALLURE ADAPTIV.NOIR BLACK;1
35303139.0052.39;35303139.0004.31;2025-09-30;ADULTO FEMININO;1.P1222.GG.00BC08;TOP MOVE LIVE.WHITE LIGHT;1
35303139.0052.39;35303139.0004.31;2025-09-30;ADULTO FEMININO;1.P1238.PP.00BC01;SHORTS PRO DRYSIDE.WHITE;1
35303139.0052.39;35303139.0004.31;2025-09-30;ADULTO FEMININO;1.P1295.M.00PT02;BERMUDA SIX POCKETS RUN SPEED.ECLIPSE;2
35303139.0052.39;35303139.0004.31;2025-09-30;ADULTO FEMININO;1.P1295.P.00PT02;BERMUDA SIX POCKETS RUN SPEED.ECLIPSE;2
35303139.0052.39;35303139.0004.31;2025-09-30;ADULTO FEMININO;1.P1437.P.00BC08;MACAQUINHO SHORTS LIVE.WHITE LIGHT;2
